,ANALYSER_NAME,ANALYSER_VERSION,ANALYSIS_DATE,FIELD_SID_ANIMAL_NAME,FIELD_SID_OWNER_LASTNAME,FIELD_SID_PATIENT_ID,FIELD_SID_PATIENT_LAST_NAME,FIELD_SID_SAMPLE_ID,FIELD_SID_SPECIES_ID,FLAGS_HISTOGRAM_SampleHistogram,MPV_HighLimit,MPV_LowLimit,MPV_Value,PLT_HighLimit,PLT_LowLimit,PLT_Value,PLT_THRESHOLDS_SampleThresholds,HCT_HighLimit,HCT_LowLimit,HCT_Value,HGB_HighLimit,HGB_LowLimit,HGB_Value,HGB_HISTOGRAM_SampleHistogram,MCH_HighLimit,MCH_LowLimit,MCH_Value,MCHC_HighLimit,MCHC_LowLimit,MCHC_Value,MCV_HighLimit,MCV_LowLimit,MCV_Value,RBC_HighLimit,RBC_LowLimit,RBC_Value,RDW_HighLimit,RDW_LowLimit,RDW_Value,TEMPERATURE,UNITS,EOS#_HighLimit,EOS#_LowLimit,EOS#_Value,EOS%_EOS,EOS%_HighLimit,EOS%_LowLimit,EOS%_Value,GRA#_HighLimit,GRA#_LowLimit,GRA#_Value,GRA%_HighLimit,GRA%_LowLimit,GRA%_Value,GRA%_HISTOGRAM_SampleHistogram,LYM#_HighLimit,LYM#_LowLimit,LYM#_Value,LYM%_HighLimit,LYM%_LowLimit,LYM%_Value,MON#_HighLimit,MON#_LowLimit,MON#_Value,MON%_HighLimit,MON%_LowLimit,MON%_Value,MON%_THRESHOLDS_SampleThresholds,WBC_HighLimit,WBC_LowLimit,WBC_Value,genetic_background,Genotype,Treatment,sex,date_of_birth,date_of_treatment,date_sacrificed,age_at_treatment,age_w,weeks_after_treat
158,MICROS60,V2.8 ,07-03-22 17:17,BLOOD,GUEZGUEZ,SP1223,,AUTOSID147,mouse,0;0;1;5;9;13;16;20;24;26;30;31;31;30;28;26;22;20;20;18;16;15;15;15;13;13;11;11;11;9;9;9;7;5;5;5;5;5;5;5;5;5;3;3;3;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,7.3,4.6,6.2,600,140,99,72,52,36,0.6,18,11.1,0.0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,24.5,12,0.0,42,21.6,0.0,69,44,0,12,5,0.05,25,21,0.0,20.38,Standard,0,0,0.17,1,0,0,0.9,6.8,1.2,1.8,99,0,8.3,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;9;19;36;66;110;160;199;219;223;209;188;158;134;108;87;68;55;44;37;30;27;25;23;23;21;22;21;20;20;19;18;17;16;16;14;13;12;11;10;9;8;7;6;4;4;3;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,3.2,1.2,17.0,99,0,89.1,0.8,0.3,0.4,99,0,2.6,000;000;096;049;053,15,3,19.2,C57BL6,Cre-,TMX,m,2021-10-06T00:00:00.000000000,2021-12-14T00:00:00.000000000,2022-03-07T00:00:00.000000000,9.857142857142858,21.714285714285715,11.857142857142858
159,MICROS60,V2.8 ,07-03-22 17:19,BLOOD,GUEZGUEZ,SP1229,,AUTOSID148,mouse,0;0;1;5;10;14;17;21;24;28;31;33;35;33;31;31;28;26;24;23;23;21;19;19;17;15;15;14;14;12;10;10;8;7;7;5;5;5;5;5;7;7;7;7;7;7;7;7;5;5;5;5;5;5;5;5;3;5;5;5;5;5;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;,7.3,4.6,6.8,600,140,134,72,52,36,1.5,18,11.1,0.6,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,24.5,12,49.3,42,21.6,38.3,69,44,129,12,5,0.12,25,21,17.5,20.41,Standard,0,0,0.89,1,0,0,1.7,6.8,1.2,8.7,99,0,16.2,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;17;34;62;103;146;188;211;223;208;187;157;134;115;99;84;72;62;56;51;48;46;44;42;41;41;40;38;36;36;35;33;32;30;29;27;25;23;22;21;19;16;15;13;12;11;10;10;10;9;8;7;6;6;5;5;5;4;4;3;4;3;3;3;3;3;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,3.2,1.2,41.8,99,0,79.8,0.8,0.3,2.0,99,0,4.0,000;000;096;049;053,15,3,52.5,C57BL6,Cre-,TMX,f,2021-10-18T00:00:00.000000000,2021-12-14T00:00:00.000000000,2022-03-07T00:00:00.000000000,8.142857142857142,20.0,11.857142857142858
160,MICROS60,V2.8 ,07-03-22 17:21,BLOOD,GUEZGUEZ,SP1234,,AUTOSID149,mouse,0;0;1;5;8;14;17;21;25;30;34;37;37;37;37;34;30;30;28;25;23;21;19;17;16;16;14;12;12;12;10;8;8;8;8;7;7;7;5;5;5;5;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,7.3,4.6,6.2,600,140,128,72,52,36,0.9,18,11.1,0.0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,24.5,12,0.0,42,21.6,0.0,69,44,0,12,5,0.07,25,21,0.0,20.2,Standard,0,0,0.42,1,0,0,1.6,6.8,1.2,3.5,99,0,12.6,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;16;31;56;94;140;182;212;223;211;185;152;126;107;92;78;67;58;50;43;37;34;33;34;34;32;29;28;27;26;23;21;20;19;19;18;17;16;16;15;14;11;9;9;9;8;8;6;5;5;5;5;4;4;3;3;2;3;3;3;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,3.2,1.2,22.5,99,0,84.2,0.8,0.3,0.8,99,0,3.2,000;000;096;049;053,15,3,26.8,C57BL6,Cre-,TMX,f,2021-10-13T00:00:00.000000000,2021-12-14T00:00:00.000000000,2022-03-07T00:00:00.000000000,8.857142857142858,20.714285714285715,11.857142857142858
161,MICROS60,V2.8 ,07-03-22 17:23,BLOOD,GUEZGUEZ,SP1198,,AUTOSID150,mouse,0;0;0;5;9;13;14;18;22;26;28;29;31;29;28;26;26;24;20;18;18;18;16;16;14;14;13;11;11;11;9;7;7;7;7;7;5;5;3;3;5;5;5;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,7.3,4.6,6.3,600,140,101,72,52,36,0.8,18,11.1,0.0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,24.5,12,0.0,42,21.6,0.0,69,44,0,12,5,0.06,25,21,0.0,20.22,Standard,0,0,0.25,1,0,0,1.1,6.8,1.2,3.2,99,0,13.4,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;10;19;35;63;105;153;196;217;223;204;177;147;127;108;92;77;65;53;46;41;38;36;36;35;34;32;32;30;31;30;30;28;27;25;22;21;20;20;18;16;14;12;11;11;10;9;8;7;6;6;5;5;4;4;3;3;3;3;4;3;3;2;2;2;2;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,3.2,1.2,18.9,99,0,82.9,0.8,0.3,0.8,99,0,3.7,000;000;096;049;053,15,3,22.9,C57BL6,Cre+,TMX,m,2021-09-20T00:00:00.000000000,2021-12-14T00:00:00.000000000,2022-03-07T00:00:00.000000000,12.142857142857142,24.0,11.857142857142858
162,MICROS60,V2.8 ,07-03-22 17:24,BLOOD,GUEZGUEZ,SP1199,,AUTOSID151,mouse,0;0;1;5;10;14;18;23;25;27;31;34;32;31;27;27;25;21;21;20;18;16;16;16;14;12;14;14;12;12;12;10;9;9;9;9;7;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;,7.3,4.6,6.4,600,140,115,72,52,36,1.2,18,11.1,0.5,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,24.5,12,52.3,42,21.6,40.5,69,44,129,12,5,0.1,25,21,12.9,20.33,Standard,0,0,0.58,1,0,0,1.4,6.8,1.2,6.1,99,0,14.2,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;17;33;61;101;148;189;213;223;212;196;171;150;127;108;91;79;68;61;53;48;45;44;43;41;39;37;35;36;35;35;31;29;27;26;25;23;21;19;18;16;15;13;13;12;11;9;8;7;7;6;6;5;5;4;4;4;4;4;3;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,3.2,1.2,34.1,99,0,82.0,0.8,0.3,1.5,99,0,3.8,000;000;096;049;053,15,3,41.7,C57BL6,Cre-,TMX,m,2021-09-20T00:00:00.000000000,2021-12-14T00:00:00.000000000,2022-03-07T00:00:00.000000000,12.142857142857142,24.0,11.857142857142858
163,MICROS60,V2.8 ,07-03-22 17:26,BLOOD,GUEZGUEZ,SP1204,,AUTOSID152,mouse,0;0;0;5;10;12;16;20;23;27;29;31;32;31;29;29;29;27;25;25;23;23;21;20;18;16;14;10;10;9;9;7;7;5;5;5;5;5;5;3;3;5;5;3;3;3;5;3;3;5;3;3;3;3;3;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,7.3,4.6,6.4,600,140,117,72,52,36,0.6,18,11.1,0.0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,24.5,12,0.0,42,21.6,0.0,69,44,0,12,5,0.06,25,21,0.0,20.27,Standard,0,0,0.28,1,0,0,1.3,6.8,1.2,2.8,99,0,12.6,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;11;23;41;73;117;166;202;221;223;207;181;153;130;110;89;75;62;54;48;44;40;36;34;34;33;33;33;31;32;31;30;27;24;23;21;21;20;19;17;15;13;12;11;11;10;8;7;7;6;6;5;5;4;3;3;3;3;2;2;2;2;2;2;1;1;2;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,3.2,1.2,18.1,99,0,83.7,0.8,0.3,0.8,99,0,3.7,000;000;096;049;053,15,3,21.7,C57BL6,Cre+,TMX,m,2021-09-21T00:00:00.000000000,2021-12-14T00:00:00.000000000,2022-03-07T00:00:00.000000000,12.0,23.857142857142858,11.857142857142858
164,MICROS60,V2.8 ,07-03-22 17:30,BLOOD,GUEZGUEZ,SP1230,,AUTOSID154,mouse,0;0;0;6;12;15;18;22;29;30;34;37;39;37;34;34;34;32;27;27;24;24;22;20;18;18;17;15;15;15;17;15;15;13;13;12;12;10;8;8;6;6;5;6;5;5;3;3;3;5;3;3;3;1;3;3;5;5;5;5;5;5;5;5;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,7.3,4.6,6.6,600,140,156,72,52,36,1.4,18,11.1,0.6,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,24.5,12,50.3,42,21.6,40.9,69,44,123,12,5,0.11,25,21,13.5,20.65,Standard,0,0,0.64,1,0,0,1.5,6.8,1.2,6.2,99,0,14.1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;9;18;32;56;95;141;186;213;223;212;191;162;135;114;96;81;68;59;51;45;40;36;36;35;36;35;36;34;33;31;30;28;26;25;24;23;21;19;17;16;14;12;11;10;10;9;8;7;6;6;6;5;4;4;4;4;4;4;3;3;2;2;2;3;3;3;2;2;2;2;1;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,3.2,1.2,35.2,99,0,82.2,0.8,0.3,1.5,99,0,3.7,000;000;096;049;053,15,3,42.9,C57BL6,Cre+,TMX,f,2021-10-18T00:00:00.000000000,2021-12-14T00:00:00.000000000,2022-03-07T00:00:00.000000000,8.142857142857142,20.0,11.857142857142858
165,MICROS60,V2.8 ,07-03-22 17:33,BLOOD,GUEZGUEZ,SP1224,,AUTOSID155,mouse,0;0;0;2;2;4;6;8;10;10;10;12;12;12;12;12;12;10;8;8;8;6;6;6;4;4;4;4;4;4;4;4;4;2;4;2;4;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,7.3,4.6,6.5,600,140,34,72,52,36,0.2,18,11.1,0.0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,24.5,12,0.0,42,21.6,0.0,69,44,0,12,5,0.02,25,21,0.0,20.84,Standard,0,0,0.12,1,0,0,1.4,6.8,1.2,1.1,99,0,10.9,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;16;27;49;85;129;168;197;216;223;213;188;159;132;109;91;77;64;53;43;36;29;26;23;21;19;18;16;16;15;13;13;12;12;10;10;11;11;12;12;12;11;9;9;8;7;6;6;6;6;6;6;5;5;6;5;4;3;4;3;3;3;3;2;2;2;1;2;2;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,3.2,1.2,8.0,99,0,87.2,0.8,0.3,0.1,99,0,1.9,000;000;096;049;053,15,3,9.2,C57BL6,Cre+,TMX,m,2021-10-06T00:00:00.000000000,2021-12-14T00:00:00.000000000,2022-03-07T00:00:00.000000000,9.857142857142858,21.714285714285715,11.857142857142858
166,MICROS60,V2.8 ,07-03-22 17:35,BLOOD,GUEZGUEZ,SP1233,,AUTOSID156,mouse,0;0;0;3;5;9;11;15;17;19;22;24;24;24;24;21;21;21;19;19;17;15;15;11;11;11;11;9;9;9;7;9;7;9;9;9;7;7;7;7;7;5;5;5;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,7.3,4.6,6.6,600,140,88,72,52,36,1.2,18,11.1,0.5,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,24.5,12,60.4,42,21.6,45.3,69,44,134,12,5,0.09,25,21,13.6,20.61,Standard,0,0,0.44,1,0,0,1.1,6.8,1.2,5.5,99,0,13.0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;8;17;32;62;102;149;189;214;223;209;187;160;138;117;98;81;68;57;50;45;40;37;36;36;36;35;33;30;29;29;28;26;25;23;22;19;18;17;17;16;14;13;11;11;9;8;7;7;7;5;5;5;5;5;4;4;4;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,3.2,1.2,34.1,99,0,83.6,0.8,0.3,1.3,99,0,3.4,000;000;096;049;053,15,3,40.9,C57BL6,Cre+,TMX,f,2021-10-13T00:00:00.000000000,2021-12-14T00:00:00.000000000,2022-03-07T00:00:00.000000000,8.857142857142858,20.714285714285715,11.857142857142858
167,MICROS60,V2.8 ,07-03-22 17:37,SPLEEN,GUEZGUEZ,1235,,AUTOSID157,mouse,0;0;0;2;2;4;6;8;10;12;14;16;16;16;16;16;14;14;14;10;10;8;8;6;6;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,7.3,4.6,6.5,600,140,44,72,52,36,1.0,18,11.1,0.0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,24.5,12,0.0,42,21.6,0.0,69,44,0,12,5,0.09,25,21,0.0,21.13,Standard,0,0,0.84,1,0,0,2.6,6.8,1.2,5.5,99,0,16.6,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;13;25;43;71;110;153;190;214;223;214;192;163;140;120;102;86;75;68;61;56;51;49;47;45;44;41;39;37;36;36;35;34;34;31;29;26;26;25;24;20;18;15;15;14;14;13;12;10;8;8;8;7;7;6;6;6;6;6;5;5;4;3;3;2;2;2;2;3;3;2;2;2;2;2;1;1;1;2;2;2;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,3.2,1.2,25.8,99,0,79.6,0.8,0.3,1.2,99,0,3.8,000;000;096;049;053,15,3,32.5,C57BL6,Cre+,vehicle,f,2021-10-13T00:00:00.000000000,2021-12-14T00:00:00.000000000,2022-03-07T00:00:00.000000000,8.857142857142858,20.714285714285715,11.857142857142858
168,MICROS60,V2.8 ,07-03-22 17:39,SPLEEN,GUEZGUEZ,1236,,AUTOSID158,mouse,0;0;1;7;12;16;20;25;29;31;34;36;38;34;32;31;29;27;25;25;23;21;20;18;16;16;14;10;10;9;9;7;5;5;5;3;3;3;3;3;3;3;3;1;3;3;3;3;1;3;3;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,7.3,4.6,5.7,600,140,116,72,52,36,0.6,18,11.1,0.0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,24.5,12,0.0,42,21.6,0.0,69,44,0,12,5,0.05,25,21,0.0,20.81,Standard,0,0,0.36,1,0,0,2.2,6.8,1.2,2.3,99,0,13.0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;12;21;33;57;94;137;179;206;223;220;199;172;144;123;103;87;76;66;56;48;42;38;35;31;30;27;26;25;25;26;26;24;21;20;18;18;17;15;14;13;12;11;10;10;11;9;8;6;6;7;6;5;4;4;4;4;4;4;4;3;2;2;2;3;3;2;2;2;2;1;1;1;1;0;1;1;1;2;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,3.2,1.2,13.9,99,0,84.0,0.8,0.3,0.4,99,0,3.0,000;000;096;049;053,15,3,16.6,C57BL6,Cre+,vehicle,f,2021-10-13T00:00:00.000000000,2021-12-14T00:00:00.000000000,2022-03-07T00:00:00.000000000,8.857142857142858,20.714285714285715,11.857142857142858
